Neighborhood,Id,FinishedBasement,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,Basement,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,BathTotal,KitchenAbvGr,TotRmsAbvGrd,GarageCars,WoodDeckSF,OpenPorchSF,LOG(Porch),EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,SalePrice,Zeros,YearBuilt2,YearsFromNow,LOG(YFN),OverallQual,OverallCond,ExterQual_NUM,ExterCond_NUM,KitchenQual_NUM,QUALITY,logqual,tot_porch
Gilbert,1190,0,0,0,994,1,994,1028,776,1804,0,0,2,1,3,2.5,1,7,2,140,60,1.77815125,0,0,0,0,189000,9,1999,21,1.322219295,7,5,3,3,4,22,1.716003344,0
Gilbert,1196,0,0,0,728,1,728,728,728,1456,0,0,2,1,3,2.5,1,8,2,100,24,1.380211242,0,0,0,0,176000,9,2005,15,1.176091259,6,5,3,3,4,21,1.672097858,0
Gilbert,1197,0,0,0,879,1,879,879,984,1863,0,0,2,1,4,2.5,1,9,3,100,17,1.230448921,0,0,0,0,219210,9,2006,14,1.146128036,7,5,4,3,4,23,1.740362689,0
Gilbert,1212,1,427,0,132,1,559,1080,672,1752,0,0,2,0,4,2,1,8,2,325,12,1.079181246,0,0,0,0,164000,8,1988,32,1.505149978,8,7,4,3,3,25,1.86923172,0
Gilbert,1225,1,724,0,64,1,788,788,702,1490,1,0,2,1,3,2.5,1,8,2,100,75,1.875061263,0,0,0,0,184000,6,2004,16,1.204119983,7,5,4,3,4,23,1.740362689,0
Gilbert,1259,1,655,0,201,1,856,1166,0,1166,1,0,2,0,2,2,1,5,2,212,0,0.01,0,0,0,0,190000,9,2005,15,1.176091259,7,5,4,3,4,23,1.740362689,0
Gilbert,1261,0,0,0,841,1,841,892,783,1675,0,0,2,1,3,2.5,1,7,2,0,103,2.012837225,0,0,0,0,181000,10,1999,21,1.322219295,6,5,3,3,3,20,1.653212514,0
Gilbert,1301,1,694,0,284,1,978,1005,978,1983,0,0,2,1,3,2.5,1,9,2,0,0,0.01,0,0,0,0,225000,9,1999,21,1.322219295,7,5,4,3,4,23,1.740362689,0
Gilbert,1330,0,0,0,935,1,935,955,677,1632,0,0,2,1,3,2.5,1,8,2,0,28,1.447158031,0,0,0,0,176500,10,1998,22,1.342422681,7,5,3,3,3,21,1.698970004,0
Gilbert,1364,0,0,0,616,1,616,616,796,1412,0,0,2,1,3,2.5,1,6,2,0,36,1.556302501,0,0,0,0,156932,10,2006,14,1.146128036,6,5,3,3,4,21,1.672097858,0
Gilbert,1389,1,1320,0,426,1,1746,1746,0,1746,1,0,2,0,3,2,1,7,3,201,39,1.591064607,0,0,0,0,377500,8,2006,14,1.146128036,9,5,5,3,5,27,1.84509804,0
Gilbert,1402,1,759,0,80,1,839,864,729,1593,1,0,2,1,3,2.5,1,8,2,100,75,1.875061263,0,0,0,0,193000,6,2004,16,1.204119983,6,5,3,3,3,20,1.653212514,0
Gilbert,1431,0,0,0,732,1,732,734,1104,1838,0,0,2,1,4,2.5,1,7,2,100,40,1.602059991,0,0,0,0,192140,9,2005,15,1.176091259,5,5,4,3,3,20,1.633468456,0
Gilbert,1434,0,0,0,936,1,936,962,830,1792,1,0,2,1,3,2.5,1,8,2,0,0,0.01,0,0,0,0,186500,10,2000,20,1.301029996,6,5,3,3,3,20,1.653212514,0
Gilbert,1456,0,0,0,953,1,953,953,694,1647,0,0,2,1,3,2.5,1,7,2,0,40,1.602059991,0,0,0,0,175000,10,1999,21,1.322219295,6,5,3,3,3,20,1.653212514,0
IDOTRR,22,0,0,0,637,1,637,1108,0,1108,0,0,1,0,3,1,1,6,1,0,0,0.01,205,0,0,0,139400,12,1930,90,1.954242509,7,7,3,3,4,24,1.819543936,205
IDOTRR,53,1,104,712,0,1,816,816,0,816,1,0,1,0,2,1,1,5,2,106,0,0.01,0,0,0,0,110000,9,1963,57,1.755874856,5,5,2,3,3,18,1.568201724,0
IDOTRR,62,0,0,0,530,1,530,581,530,1111,0,0,1,0,3,1,1,6,1,0,0,0.01,144,0,0,0,101000,11,1920,100,2,5,7,3,3,2,20,1.681241237,144
IDOTRR,105,1,224,0,816,1,1040,1226,592,1818,0,0,1,1,4,1.5,1,7,1,0,0,0.01,0,0,184,0,169500,8,1931,89,1.949390007,7,4,3,2,3,19,1.602059991,184
IDOTRR,109,0,0,0,793,1,793,997,520,1517,0,0,2,0,3,2,1,7,0,0,0,0.01,144,0,0,0,115000,12,1919,101,2.004321374,5,7,3,3,2,20,1.681241237,144
IDOTRR,122,0,0,0,732,1,732,772,351,1123,0,0,1,0,3,1,1,4,1,0,0,0.01,140,0,0,0,100000,11,1939,81,1.908485019,4,5,3,3,3,18,1.544068044,140
IDOTRR,126,1,490,0,30,1,520,520,0,754,1,0,1,0,2,1,1,5,0,53,0,0.01,0,0,0,0,84500,10,1935,85,1.929418926,6,8,3,2,3,22,1.77815125,0
IDOTRR,269,1,403,125,212,1,740,778,0,778,0,0,1,0,2,1,1,4,1,0,25,1.397940009,0,0,0,0,120500,9,1940,80,1.903089987,5,6,3,3,3,20,1.653212514,0
IDOTRR,297,1,420,0,490,1,910,910,648,1558,0,0,1,1,4,1.5,1,6,1,289,0,0.01,0,0,0,0,152000,8,1950,70,1.84509804,5,5,3,3,3,19,1.602059991,0
IDOTRR,308,0,0,0,319,1,319,1035,371,1406,0,0,1,0,3,1,1,6,0,0,144,2.158362492,0,0,0,0,89500,12,1920,100,2,6,7,3,2,2,20,1.716003344,0
IDOTRR,326,1,116,0,604,1,720,803,0,803,0,0,1,0,2,1,1,5,2,0,0,0.01,244,0,0,0,87000,10,1941,79,1.897627091,5,6,3,3,3,20,1.653212514,244
IDOTRR,330,0,0,0,596,1,596,596,596,1192,0,0,1,0,3,1,1,6,1,0,0,0.01,137,0,0,0,78000,11,1920,100,2,5,5,3,3,3,19,1.602059991,137
IDOTRR,366,1,456,0,216,1,672,672,672,1344,0,0,1,0,3,1,1,6,1,0,128,2.10720997,218,0,0,0,147000,8,1920,100,2,5,7,3,4,3,22,1.72427587,218
IDOTRR,399,0,0,0,961,1,961,1077,0,1077,0,0,1,0,2,1,1,6,1,0,0,0.01,0,0,0,0,67000,13,1920,100,2,5,2,3,2,3,15,1.342422681,0
IDOTRR,449,0,0,0,780,1,780,780,596,1376,0,0,2,0,3,2,1,7,1,0,0,0.01,0,0,0,0,119500,12,1937,83,1.919078092,6,6,3,3,3,21,1.707570176,0
IDOTRR,602,0,0,0,780,1,780,780,595,1375,0,0,1,1,3,1.5,1,6,1,0,162,2.209515015,0,0,126,0,141000,9,1937,83,1.919078092,6,6,3,4,4,23,1.748188027,126
IDOTRR,654,0,0,0,756,1,756,756,713,1469,0,0,1,0,3,1,1,7,1,57,0,0.01,239,0,0,0,135000,10,1906,114,2.056904851,6,7,3,3,3,22,1.755874856,239
IDOTRR,706,0,0,0,0,0,0,372,720,1092,0,0,2,0,3,2,2,7,0,0,0,0.01,0,0,0,0,55000,16,1930,90,1.954242509,4,5,2,2,2,15,1.447158031,0
IDOTRR,730,1,152,0,628,1,780,848,0,1208,0,0,1,0,2,1,1,5,2,0,23,1.361727836,112,0,0,0,103000,9,1925,95,1.977723605,4,5,3,3,3,18,1.544068044,112
IDOTRR,802,1,197,0,999,1,1196,1196,0,1196,1,0,1,0,2,1,1,5,2,0,0,0.01,0,0,0,0,109900,10,1916,104,2.017033339,4,7,3,3,3,20,1.633468456,0
IDOTRR,897,1,285,0,666,1,951,951,0,951,0,0,1,0,2,1,1,6,1,0,28,1.447158031,0,0,0,0,106500,10,1936,84,1.924279286,4,6,3,3,3,19,1.591064607,0
IDOTRR,999,0,0,0,1007,1,1007,1077,0,1077,0,0,1,0,3,1,1,6,1,0,100,2,48,0,0,0,91000,11,1922,98,1.991226076,3,4,3,3,3,16,1.431363764,48
IDOTRR,1097,0,0,0,684,1,684,773,582,1355,0,0,1,1,3,1.5,1,7,0,136,0,0.01,115,0,0,0,127000,10,1914,106,2.025305865,6,7,3,3,4,23,1.770852012,115
IDOTRR,1121,0,0,0,1012,1,1012,1012,0,1012,0,0,1,0,2,1,1,6,1,0,22,1.342422681,112,0,0,0,118400,11,1920,100,2,6,5,3,3,3,20,1.653212514,112
IDOTRR,1154,1,538,0,278,1,816,816,0,816,0,0,1,0,2,1,1,5,1,0,0,0.01,96,0,0,0,120500,10,1930,90,1.954242509,6,8,4,4,3,25,1.84509804,96
IDOTRR,1326,0,0,0,796,1,796,796,0,796,0,0,1,0,2,1,1,5,0,0,0,0.01,100,0,0,0,55000,13,1922,98,1.991226076,4,4,3,3,3,17,1.491361694,100
IDOTRR,1334,0,0,0,803,1,803,803,557,1360,0,0,1,1,2,1.5,1,6,1,0,65,1.812913357,190,0,0,0,125500,9,1938,82,1.913813852,5,6,3,3,4,21,1.672097858,190
IDOTRR,1386,1,735,0,61,1,796,796,358,1154,1,0,1,0,3,1,1,7,1,0,96,1.982271233,0,0,0,0,125500,8,1922,98,1.991226076,4,8,3,4,4,23,1.716003344,0
MeadowV,24,1,840,0,200,1,1040,1060,0,1060,1,0,1,0,3,1,1,6,2,100,110,2.041392685,0,0,0,0,129900,8,1976,44,1.643452676,5,7,3,3,3,21,1.698970004,0
MeadowV,76,1,462,0,0,1,462,526,462,988,1,0,1,0,2,1,1,5,1,120,101,2.004321374,0,0,0,0,91000,8,1973,47,1.672097858,4,5,3,3,3,18,1.544068044,0
MeadowV,345,1,129,232,175,1,536,536,576,1112,0,0,1,1,3,1.5,1,4,1,182,0,0.01,0,0,0,0,85000,7,1976,44,1.643452676,5,3,3,3,3,17,1.477121255,0
MeadowV,358,1,874,0,268,1,1142,1142,0,1142,1,0,1,1,3,1.5,1,6,2,536,90,1.954242509,0,0,0,0,134000,7,1976,44,1.643452676,5,5,3,3,3,19,1.602059991,0
MeadowV,435,1,495,0,135,1,630,630,0,630,1,0,1,0,1,1,1,3,0,88,0,0.01,0,0,0,0,81000,10,1972,48,1.681241237,4,7,3,4,3,21,1.662757832,0
MeadowV,490,1,515,0,115,1,630,630,0,630,1,0,1,0,1,1,1,3,1,0,0,0.01,0,0,0,0,86000,10,1970,50,1.698970004,4,8,3,4,4,23,1.716003344,0
MeadowV,491,0,0,0,264,1,264,616,688,1304,0,0,1,1,3,1.5,1,4,1,141,24,1.380211242,0,0,0,0,115000,9,1976,44,1.643452676,5,6,3,3,3,20,1.653212514,0
MeadowV,615,1,150,480,0,1,630,630,0,630,1,0,1,0,1,1,1,3,0,96,24,1.380211242,0,0,0,0,75500,9,1972,48,1.681241237,4,6,3,3,3,19,1.591064607,0
MeadowV,650,1,131,499,0,1,630,630,0,630,1,0,1,0,1,1,1,3,0,0,0,0.01,0,0,0,0,84500,11,1970,50,1.698970004,4,6,3,3,3,19,1.591064607,0
MeadowV,916,0,0,0,546,1,546,546,546,1092,0,0,1,1,3,1.5,1,6,1,0,0,0.01,0,0,0,0,75000,11,1970,50,1.698970004,4,5,3,3,3,18,1.544068044,0
MeadowV,1008,1,273,273,0,1,546,546,546,1092,0,0,1,1,3,1.5,1,6,1,238,0,0.01,0,0,0,0,88000,8,1970,50,1.698970004,4,4,3,3,3,17,1.491361694,0
MeadowV,1039,0,0,0,546,1,546,798,546,1344,0,0,1,1,3,1.5,1,6,0,0,0,0.01,0,0,0,0,97000,12,1970,50,1.698970004,4,6,3,3,3,19,1.591064607,0
MeadowV,1040,1,509,0,121,1,630,630,0,630,1,0,1,0,1,1,1,3,1,0,0,0.01,0,0,0,0,80000,10,1970,50,1.698970004,4,4,3,3,3,17,1.491361694,0
MeadowV,1069,1,837,0,105,1,942,1291,1230,2521,1,0,2,1,5,2.5,1,10,2,728,20,1.301029996,0,0,0,0,151400,6,1973,47,1.672097858,6,4,3,3,3,19,1.591064607,0
MeadowV,1087,1,334,0,212,1,546,546,546,1092,0,0,1,1,3,1.5,1,6,1,120,96,1.982271233,0,0,0,0,83500,7,1973,47,1.672097858,4,5,3,3,3,18,1.544068044,0
MeadowV,1368,1,548,173,36,1,757,925,550,1475,0,0,2,0,4,2,1,6,1,104,26,1.414973348,0,0,0,0,127000,7,1977,43,1.633468456,5,6,3,3,3,20,1.653212514,0
MeadowV,1450,1,553,0,77,1,630,630,0,630,1,0,1,0,1,1,1,3,0,0,0,0.01,0,0,0,0,92000,11,1970,50,1.698970004,5,7,3,3,5,23,1.73239376,0
Mitchel,6,1,732,0,64,1,796,796,566,1362,1,0,1,1,1,1.5,1,5,2,40,30,1.477121255,0,320,0,0,143000,5,1993,27,1.431363764,5,5,3,3,3,19,1.602059991,320
Mitchel,47,1,1351,0,83,1,1434,1518,631,2149,1,0,1,1,1,1.5,1,6,2,168,43,1.633468456,0,0,198,0,239686,5,2003,17,1.230448921,7,5,4,3,4,23,1.740362689,198
Mitchel,72,1,565,0,280,1,845,845,0,845,1,0,1,0,2,1,1,4,2,0,0,0.01,0,0,0,0,129500,10,1982,38,1.579783597,4,6,3,3,3,19,1.591064607,0
Mitchel,82,1,1201,0,36,1,1237,1337,0,1337,1,0,2,0,2,2,1,5,2,0,199,2.298853076,0,0,0,0,153500,9,1998,22,1.342422681,6,5,3,4,3,21,1.681241237,0
Mitchel,138,0,0,0,1907,1,1907,1959,0,1959,0,0,3,0,5,3,2,9,3,0,0,0.01,0,0,0,0,171000,13,1988,32,1.505149978,7,5,3,3,3,21,1.698970004,0
Mitchel,187,1,611,0,577,1,1188,1217,0,1217,1,0,2,0,3,2,1,6,2,168,27,1.431363764,0,0,0,0,173000,8,1990,30,1.477121255,7,5,3,3,4,22,1.716003344,0
Mitchel,202,1,641,279,276,1,1196,1279,0,1279,0,1,2,0,3,2,1,6,2,238,83,1.919078092,0,0,0,0,171500,7,1977,43,1.633468456,6,6,3,3,3,21,1.707570176,0
Mitchel,275,1,546,0,270,1,816,816,0,816,0,0,1,0,2,1,1,5,1,168,0,0.01,0,0,0,0,124500,10,1982,38,1.579783597,5,7,3,3,3,21,1.698970004,0
Mitchel,277,0,0,0,1560,1,1560,1560,0,1560,0,0,2,0,3,2,1,7,2,100,150,2.176091259,0,0,0,0,201000,11,2003,17,1.230448921,7,5,4,3,4,23,1.740362689,0
Mitchel,296,1,819,0,184,1,1003,1003,0,1003,1,0,1,0,3,1,1,6,2,120,0,0.01,0,0,0,0,142500,9,1984,36,1.556302501,6,6,3,3,3,21,1.707570176,0
Mitchel,361,1,773,0,115,1,888,912,0,912,1,0,1,0,2,1,1,5,2,0,0,0.01,0,0,192,0,156000,9,1978,42,1.62324929,6,6,3,3,3,21,1.707570176,192
Mitchel,392,1,690,0,114,1,804,804,1157,1961,1,0,2,1,3,2.5,1,7,2,125,192,2.283301229,0,0,0,0,215000,6,2001,19,1.278753601,6,5,3,3,4,21,1.672097858,0
Mitchel,421,1,1309,0,35,1,1344,1344,0,1344,2,0,2,0,2,2,2,8,4,0,0,0.01,0,0,0,0,206300,10,1997,23,1.361727836,7,5,3,4,3,22,1.72427587,0
Mitchel,423,0,0,0,988,1,988,988,0,988,0,0,1,0,2,1,1,4,2,0,0,0.01,0,0,0,0,113000,13,1954,66,1.819543936,5,5,3,3,3,19,1.602059991,0
Mitchel,455,1,1606,0,122,1,1728,1728,0,1728,2,0,2,0,4,2,2,8,2,0,0,0.01,0,0,0,0,188000,10,1976,44,1.643452676,5,5,3,3,3,19,1.602059991,0
Mitchel,484,1,897,0,319,1,1216,1216,0,1216,1,0,2,0,2,2,1,5,2,0,125,2.096910013,0,0,0,0,164000,9,1998,22,1.342422681,6,5,3,3,3,20,1.653212514,0
Mitchel,514,1,336,0,748,1,1084,1080,0,1080,0,0,1,1,3,1.5,1,5,2,120,0,0.01,158,0,0,0,134000,8,1983,37,1.568201724,6,5,3,4,3,21,1.681241237,158
Mitchel,548,1,619,0,149,1,768,768,0,768,1,0,1,0,2,1,1,5,2,104,0,0.01,0,0,0,0,129500,9,1970,50,1.698970004,5,7,3,4,3,22,1.72427587,0
Mitchel,562,1,1071,123,195,1,1389,1389,0,1389,1,0,1,0,2,1,1,6,2,240,38,1.579783597,0,0,0,0,170000,7,1974,46,1.662757832,5,5,3,3,3,19,1.602059991,0
Mitchel,593,1,816,0,0,1,816,816,0,816,1,0,1,0,2,1,1,4,2,0,0,0.01,0,0,0,0,138000,11,1982,38,1.579783597,5,8,3,4,3,23,1.763427994,0
Mitchel,614,1,206,0,914,1,1120,1120,0,1120,0,0,1,0,3,1,1,6,0,0,30,1.477121255,0,0,0,0,147000,11,2007,13,1.113943352,5,5,3,3,3,19,1.602059991,0
Mitchel,768,1,660,0,323,1,983,983,767,1750,1,0,2,0,4,2,1,7,1,245,0,0.01,156,0,0,0,160000,7,1940,80,1.903089987,6,7,3,3,3,22,1.755874856,156
Mitchel,776,1,866,0,338,1,1204,1204,0,1204,1,0,2,0,2,2,1,5,2,0,247,2.392696953,0,0,0,0,162000,9,1998,22,1.342422681,6,5,3,3,3,20,1.653212514,0
Mitchel,780,1,975,0,0,1,975,1004,0,1004,1,0,1,0,2,1,1,4,2,0,0,0.01,0,0,0,0,135000,11,1977,43,1.633468456,6,5,3,3,3,20,1.653212514,0
Mitchel,784,1,1097,0,0,1,1097,1110,0,1110,1,0,1,0,1,1,1,4,2,303,30,1.477121255,0,0,0,0,165500,9,1978,42,1.62324929,5,6,3,4,4,22,1.698970004,0
Mitchel,792,1,539,0,490,1,1029,1062,0,1062,1,0,1,0,3,1,1,5,2,120,0,0.01,0,0,0,0,146800,9,1976,44,1.643452676,6,5,3,3,3,20,1.653212514,0
Mitchel,818,1,1218,0,350,1,1568,1689,0,1689,1,0,2,0,3,2,1,7,3,150,59,1.770852012,0,0,0,0,271000,8,2002,18,1.255272505,8,5,4,3,4,24,1.77815125,0
Mitchel,877,1,633,0,431,1,1064,1040,0,1040,1,0,1,0,3,1,1,5,2,0,0,0.01,0,0,0,0,132250,10,1963,57,1.755874856,4,5,3,3,3,18,1.544068044,0
Mitchel,909,1,301,324,239,1,864,902,0,902,1,0,1,0,2,1,1,5,2,164,0,0.01,0,0,0,0,131000,8,1983,37,1.568201724,5,5,3,3,3,19,1.602059991,0
Mitchel,941,1,936,396,396,1,1728,1728,0,1728,0,0,2,0,4,2,2,8,2,40,0,0.01,0,0,0,0,150900,9,1976,44,1.643452676,6,5,3,3,3,20,1.653212514,0
Mitchel,944,0,0,0,1632,1,1632,1632,0,1632,0,0,2,0,4,2,2,8,2,0,0,0.01,0,0,0,0,143000,13,1967,53,1.72427587,5,4,3,3,3,18,1.544068044,0
Mitchel,954,1,562,193,29,1,784,1168,800,1968,0,1,2,1,4,2.5,1,7,2,305,189,2.276461804,0,0,0,0,172000,5,1969,51,1.707570176,5,4,3,3,3,18,1.544068044,0
Mitchel,985,0,0,0,0,0,0,1302,432,1734,0,0,2,0,4,2,2,8,2,0,0,0.01,0,0,0,0,126000,15,1977,43,1.633468456,5,5,3,3,4,20,1.62324929,0
Mitchel,1009,0,0,0,1710,1,1710,1710,0,1710,0,0,2,0,3,2,1,7,2,100,48,1.681241237,0,0,180,0,240000,10,2004,16,1.204119983,7,5,4,3,4,23,1.740362689,180
Mitchel,1049,0,0,0,0,0,0,1771,0,1771,0,0,1,0,3,1,1,9,2,0,0,0.01,0,0,0,0,115000,16,1960,60,1.77815125,5,4,3,2,3,17,1.505149978,0
Mitchel,1132,1,212,0,762,1,974,974,0,974,0,0,1,0,3,1,1,5,0,0,28,1.447158031,0,0,0,0,93500,11,1991,29,1.462397998,5,5,3,3,3,19,1.602059991,0
Mitchel,1139,1,1567,0,0,1,1567,1567,0,1567,1,0,2,0,2,2,1,5,2,264,32,1.505149978,0,0,0,0,196000,9,1977,43,1.633468456,6,5,3,3,4,21,1.672097858,0
Mitchel,1171,1,522,0,574,1,1096,1118,0,1118,1,0,1,0,3,1,1,6,1,203,0,0.01,0,0,0,576,171000,8,1977,43,1.633468456,6,6,3,3,3,21,1.707570176,0
Mitchel,1177,1,658,0,218,1,876,923,0,923,1,0,1,0,3,1,1,5,1,362,0,0.01,0,0,0,0,119500,9,1984,36,1.556302501,5,5,3,3,3,19,1.602059991,0
Mitchel,1191,1,1159,0,90,1,1249,1622,0,1622,1,0,1,0,3,1,1,7,4,439,0,0.01,0,0,0,0,168000,9,1961,59,1.770852012,4,4,3,4,3,18,1.531478917,0
Mitchel,1194,1,883,0,341,1,1224,1224,0,1224,1,0,2,0,2,2,1,5,2,0,304,2.482873584,0,0,0,0,165000,9,1999,21,1.322219295,6,5,3,3,3,20,1.653212514,0
Mitchel,1248,1,539,0,473,1,1012,1034,0,1034,1,0,1,0,3,1,1,6,3,0,0,0.01,0,0,0,0,169900,10,1976,44,1.643452676,6,5,3,3,3,20,1.653212514,0
Mitchel,1253,1,510,0,354,1,864,874,0,874,1,0,1,0,3,1,1,5,1,33,0,0.01,0,0,0,0,130000,9,1968,52,1.716003344,5,6,3,3,3,20,1.653212514,0
Mitchel,1284,0,0,0,912,1,912,912,912,1824,0,0,2,2,4,3,2,8,0,128,0,0.01,0,0,0,0,139000,11,1971,49,1.69019608,6,5,3,3,3,20,1.653212514,0
Mitchel,1328,1,641,0,175,1,816,816,0,816,0,1,1,0,3,1,1,5,1,0,0,0.01,0,0,0,0,130500,10,1982,38,1.579783597,5,9,4,4,4,26,1.838849091,0
Mitchel,1408,1,625,0,208,1,833,833,0,833,1,0,1,0,3,1,1,5,0,0,0,0.01,0,0,0,0,112000,11,1985,35,1.544068044,5,5,3,3,3,19,1.602059991,0
Mitchel,1435,1,936,0,190,1,1126,1126,0,1126,1,0,2,0,3,2,1,5,2,295,41,1.612783857,0,0,0,0,160000,8,1977,43,1.633468456,5,5,3,3,3,19,1.602059991,0
Mitchel,1447,1,593,0,595,1,1188,1188,0,1188,0,0,1,0,3,1,1,6,1,261,39,1.591064607,0,0,0,0,157900,9,1962,58,1.763427994,5,7,3,3,3,21,1.698970004,0
Mitchel,1454,0,0,0,1140,1,1140,1140,0,1140,0,0,1,0,3,1,1,6,0,36,56,1.748188027,0,0,0,0,84500,12,2006,14,1.146128036,5,5,3,3,3,19,1.602059991,0
NAmes,15,1,733,0,520,1,1253,1253,0,1253,1,0,1,1,2,1.5,1,5,1,0,213,2.328379603,176,0,0,0,157000,7,1960,60,1.77815125,6,5,3,3,3,20,1.653212514,176
NAmes,17,1,578,0,426,1,1004,1004,0,1004,1,0,1,0,2,1,1,5,2,0,0,0.01,0,0,0,0,149000,10,1970,50,1.698970004,6,7,3,3,3,22,1.755874856,0
NAmes,20,1,504,0,525,1,1029,1339,0,1339,0,0,1,0,3,1,1,6,1,0,0,0.01,0,0,0,0,139000,11,1958,62,1.792391689,5,6,3,3,3,20,1.653212514,0
NAmes,27,1,234,486,180,1,900,900,0,900,0,1,1,0,3,1,1,5,2,222,32,1.505149978,0,0,0,0,134800,7,1951,69,1.838849091,5,7,3,3,4,22,1.716003344,0
NAmes,29,1,1277,0,207,1,1484,1600,0,1600,1,0,1,0,2,1,1,6,1,288,258,2.411619706,0,0,0,0,207500,8,1957,63,1.799340549,5,6,3,3,3,20,1.653212514,0
NAmes,34,1,1018,0,380,1,1398,1700,0,1700,0,1,1,1,4,1.5,1,6,2,0,38,1.579783597,0,0,0,0,165500,8,1959,61,1.785329835,5,5,3,3,4,20,1.62324929,0
NAmes,38,1,1213,0,84,1,1297,1297,0,1297,0,1,1,0,3,1,1,5,2,0,0,0.01,0,0,0,0,153000,10,1954,66,1.819543936,5,6,3,3,3,20,1.653212514,0
NAmes,39,1,731,0,326,1,1057,1057,0,1057,1,0,1,0,3,1,1,5,1,0,52,1.716003344,0,0,0,0,109000,9,1953,67,1.826074803,5,7,3,4,4,23,1.740362689,0
NAmes,41,1,643,0,445,1,1088,1324,0,1324,0,0,2,0,3,2,1,6,2,0,138,2.139879086,0,0,0,0,160000,10,1965,55,1.740362689,6,5,3,3,3,20,1.653212514,0
NAmes,45,1,179,506,465,1,1150,1150,0,1150,1,0,1,0,3,1,1,6,1,0,0,0.01,0,0,0,0,141000,9,1959,61,1.785329835,5,6,3,3,3,20,1.653212514,0
NAmes,55,1,384,0,0,1,384,1360,0,1360,0,0,1,0,3,1,1,6,2,0,50,1.698970004,0,0,0,0,130000,11,1955,65,1.812913357,5,5,3,3,3,19,1.602059991,0
NAmes,56,1,490,0,935,1,1425,1425,0,1425,0,0,2,0,3,2,1,7,2,0,0,0.01,0,407,0,0,180500,10,1964,56,1.748188027,6,5,3,3,3,20,1.653212514,407
NAmes,67,1,912,0,1035,1,1947,2207,0,2207,1,0,2,0,3,2,1,7,2,301,0,0.01,0,0,0,0,180000,9,1970,50,1.698970004,7,5,3,3,3,21,1.698970004,0
NAmes,71,1,1880,0,343,1,2223,2223,0,2223,1,0,2,0,3,2,1,8,2,300,0,0.01,0,0,0,0,244000,9,1973,47,1.672097858,7,6,3,4,3,23,1.77815125,0
NAmes,74,1,320,362,404,1,1086,1086,0,1086,1,0,1,0,3,1,1,6,2,0,0,0.01,0,0,0,0,144900,9,1954,66,1.819543936,5,7,3,3,3,21,1.698970004,0
NAmes,77,1,228,0,724,1,952,952,0,952,0,0,1,0,2,1,1,4,1,0,0,0.01,0,0,0,0,135750,11,1956,64,1.806179974,4,7,3,3,3,20,1.633468456,0
NAmes,81,1,448,0,448,1,896,1182,960,2142,0,0,2,1,4,2.5,1,8,1,0,72,1.857332496,0,0,252,0,193500,7,1968,52,1.716003344,6,6,3,4,4,23,1.748188027,252
NAmes,84,0,0,0,1065,1,1065,1065,0,1065,0,0,1,1,3,1.5,1,6,2,74,0,0.01,0,0,0,0,126500,11,1960,60,1.77815125,5,5,3,3,3,19,1.602059991,0
NAmes,91,0,0,0,0,0,0,1040,0,1040,0,0,1,0,2,1,1,4,2,0,29,1.462397998,0,0,0,0,109900,15,1950,70,1.84509804,4,5,3,3,3,18,1.544068044,0
NAmes,92,1,600,0,635,1,1235,1235,0,1235,0,0,1,0,2,1,1,6,2,0,0,0.01,0,0,0,0,98600,11,1961,59,1.770852012,5,3,3,3,3,17,1.477121255,0
NAmes,100,1,569,0,381,1,950,1225,0,1225,1,0,1,1,3,1.5,1,6,0,352,0,0.01,0,0,0,0,128950,9,1959,61,1.785329835,4,5,3,3,3,18,1.544068044,0
NAmes,123,1,570,0,510,1,1080,1080,0,1080,0,0,1,0,3,1,1,5,1,0,0,0.01,0,0,130,0,136000,10,1958,62,1.792391689,6,7,3,4,3,23,1.77815125,130
NAmes,129,1,512,0,148,1,660,660,688,1348,0,0,1,1,3,1.5,1,6,2,188,108,2.033423755,0,0,0,0,155000,7,1966,54,1.73239376,6,5,3,3,3,20,1.653212514,0
NAmes,130,1,567,28,413,1,1008,1053,0,1053,0,1,1,1,3,1.5,1,6,2,0,80,1.903089987,0,180,0,0,150000,6,1958,62,1.792391689,5,7,3,3,5,23,1.73239376,180
NAmes,131,1,445,0,479,1,924,1216,941,2157,0,0,2,1,4,2.5,1,8,2,105,66,1.819543936,0,0,0,0,226000,7,1966,54,1.73239376,7,6,3,3,4,23,1.770852012,0
NAmes,133,1,405,0,658,1,1063,1327,0,1327,1,0,1,0,3,1,1,7,2,0,0,0.01,0,0,0,0,150750,10,1959,61,1.785329835,5,6,3,3,4,21,1.672097858,0
NAmes,137,1,695,0,519,1,1214,1214,0,1214,0,0,2,0,3,2,1,5,1,0,111,2.045322979,0,0,0,0,143000,10,1967,53,1.72427587,5,5,3,3,3,19,1.602059991,0
NAmes,141,1,432,0,432,1,864,864,0,864,0,0,1,0,3,1,1,5,0,0,0,0.01,0,0,0,0,115000,12,1971,49,1.69019608,4,5,3,3,3,18,1.544068044,0
